Amount Requested,Application Date,Loan Title,Zip Code,State,DTI,EmpLenY,Approved
7500.0,2017-11-01,Other,370xx,GA,11.14,0.5,0
10000.0,2017-11-01,Credit card refinancing,967xx,HI,33.92,0.5,0
30000.0,2017-11-01,Debt consolidation,834xx,ID,14.59,0.5,0
10000.0,2017-11-01,Credit card refinancing,836xx,ID,22.85,0.5,0
2500.0,2017-11-01,Debt consolidation,600xx,IL,18.75,0.5,0
16000.0,2017-11-01,Credit card refinancing,600xx,IL,13.3,0.5,0
19000.0,2017-11-01,Debt consolidation,605xx,IL,5.68,2.0,0
10500.0,2017-11-01,Other,606xx,IL,13.83,0.5,0
1000.0,2017-11-01,Moving and relocation,606xx,IL,19.02,0.5,0
4000.0,2017-11-01,Credit card refinancing,606xx,IL,17.95,0.5,0
6000.0,2017-11-01,Debt consolidation,606xx,IL,25.76,0.5,0
27500.0,2017-11-01,Debt consolidation,606xx,IL,33.24,0.5,0
2500.0,2017-11-01,Debt consolidation,606xx,IL,15.64,0.5,0
10000.0,2017-11-01,Debt consolidation,608xx,IL,16.52,0.5,0
15100.0,2017-11-01,Debt consolidation,625xx,IL,100.0,0.5,0
300000.0,2017-11-01,Business Loan,452xx,IN,-1.0,0.5,0
7500.0,2017-11-01,Debt consolidation,460xx,IN,17.3,3.0,0
24000.0,2017-11-01,Debt consolidation,462xx,IN,27.89,0.5,0
22000.0,2017-11-01,Debt consolidation,462xx,IN,26.91,0.5,0
23000.0,2017-11-01,Debt consolidation,463xx,IN,28.36,0.5,0
28000.0,2017-11-01,Credit card refinancing,469xx,IN,49.51,0.5,0
9000.0,2017-11-01,Moving and relocation,472xx,IN,100.0,0.5,0
15000.0,2017-11-01,Debt consolidation,472xx,IN,18.68,4.0,0
5000.0,2017-11-01,Other,662xx,KS,38.87,10.0,0
25000.0,2017-11-01,Debt consolidation,666xx,KS,36.69,0.5,0
25000.0,2017-11-01,Home improvement,672xx,KS,44.81,0.5,0
12000.0,2017-11-01,Debt consolidation,402xx,KY,100.0,0.5,0
6000.0,2017-11-01,Debt consolidation,403xx,KY,24.2,0.5,0
40000.0,2017-11-01,Green loan,706xx,LA,1.56,0.5,0
10000.0,2017-11-01,Debt consolidation,010xx,MA,17.48,0.5,0
3000.0,2017-11-01,Credit card refinancing,017xx,MA,8.2,0.5,0
8000.0,2017-11-01,Moving and relocation,021xx,MA,111.28,0.5,0
6000.0,2017-11-01,Debt consolidation,021xx,MA,14.4,0.5,0
21325.0,2017-11-01,Car financing,206xx,MD,100.0,0.5,0
4000.0,2017-11-01,Medical expenses,207xx,MD,0.0,0.5,0
11000.0,2017-11-01,Debt consolidation,207xx,MD,33.27,0.5,0
10000.0,2017-11-01,Debt consolidation,208xx,MD,35.91,0.5,0
4250.0,2017-11-01,Other,208xx,MD,0.8,0.5,0
5000.0,2017-11-01,Debt consolidation,208xx,MD,21.27,0.5,0
3000.0,2017-11-01,Debt consolidation,209xx,MD,100.0,0.5,0
40000.0,2017-11-01,Debt consolidation,209xx,MD,28.65,0.5,0
5000.0,2017-11-01,Debt consolidation,210xx,MD,10.86,0.5,0
34375.0,2017-11-01,Car financing,210xx,MD,100.0,0.5,0
23625.0,2017-11-01,Other,212xx,MD,100.0,0.5,0
5000.0,2017-11-01,Debt consolidation,042xx,ME,100.0,0.5,0
15000.0,2017-11-01,Debt consolidation,481xx,MI,53.01,0.5,0
7800.0,2017-11-01,Medical expenses,481xx,MI,21.15,0.5,0
25000.0,2017-11-01,Debt consolidation,481xx,MI,100.0,0.5,0
8000.0,2017-11-01,Debt consolidation,483xx,MI,14.4,0.5,0
20000.0,2017-11-01,Debt consolidation,488xx,MI,19.29,0.5,0
26800.0,2017-11-01,Credit card refinancing,490xx,MI,47.82,0.5,0
3000.0,2017-11-01,Other,495xx,MI,11.58,0.5,0
1500.0,2017-11-01,Debt consolidation,496xx,MI,3.55,0.5,0
35000.0,2017-11-01,Credit card refinancing,561xx,MN,100.0,0.5,0
25000.0,2017-11-01,Credit card refinancing,563xx,MN,25.12,0.5,0
10000.0,2017-11-01,Debt consolidation,565xx,MN,27.14,0.5,0
1000.0,2017-11-01,Other,630xx,MO,10.32,0.5,0
1500.0,2017-11-01,Home improvement,638xx,MO,21.6,0.5,0
15000.0,2017-11-01,Debt consolidation,652xx,MO,83.57,0.5,0
11000.0,2017-11-01,Debt consolidation,386xx,MS,3.4,0.5,0
6000.0,2017-11-01,Debt consolidation,599xx,MT,24.51,0.5,0
5000.0,2017-11-01,Other,275xx,NC,11.65,0.5,0
5000.0,2017-11-01,Debt consolidation,278xx,NC,40.19,0.5,0
30000.0,2017-11-01,Debt consolidation,281xx,NC,28.1,0.5,0
4000.0,2017-11-01,Debt consolidation,281xx,NC,21.1,0.5,0
1000.0,2017-11-01,Debt consolidation,285xx,NC,100.0,0.5,0
5000.0,2017-11-01,Major purchase,286xx,NC,10.2,0.5,0
10000.0,2017-11-01,Debt consolidation,286xx,NC,0.61,0.5,0
1025.0,2017-11-01,Major purchase,585xx,ND,22.17,0.5,0
7000.0,2017-11-01,Business Loan,586xx,ND,-1.0,0.5,0
22625.0,2017-11-01,Car financing,691xx,NE,100.0,0.5,0
17000.0,2017-11-01,Credit card refinancing,070xx,NJ,31.96,0.5,0
10000.0,2017-11-01,Debt consolidation,070xx,NJ,17.5,0.5,0
30000.0,2017-11-01,Debt consolidation,070xx,NJ,10.15,0.5,0
3000.0,2017-11-01,Moving and relocation,080xx,NJ,2.55,0.5,0
25000.0,2017-11-01,Home improvement,080xx,NJ,8.84,0.5,0
1000.0,2017-11-01,Other,085xx,NJ,25.75,0.5,0
15000.0,2017-11-01,Debt consolidation,089xx,NJ,27.65,0.5,0
12000.0,2017-11-01,Debt consolidation,891xx,NV,34.43,0.5,0
3000.0,2017-11-01,Debt consolidation,891xx,NV,25.46,0.5,0
20000.0,2017-11-01,Debt consolidation,100xx,NY,43.39,0.5,0
30000.0,2017-11-01,Business Loan,100xx,NY,-1.0,0.5,0
20000.0,2017-11-01,Debt consolidation,104xx,NY,100.0,0.5,0
30000.0,2017-11-01,Credit card refinancing,104xx,NY,15.11,0.5,0
10000.0,2017-11-01,Debt consolidation,104xx,NY,100.0,0.5,0
30000.0,2017-11-01,Debt consolidation,105xx,NY,15.42,0.5,0
2000.0,2017-11-01,Debt consolidation,105xx,NY,55.05,0.5,0
15000.0,2017-11-01,Debt consolidation,111xx,NY,4.76,0.5,0
40000.0,2017-11-01,Debt consolidation,112xx,NY,9999.0,0.5,0
15000.0,2017-11-01,Car financing,114xx,NY,1.43,0.5,0
15000.0,2017-11-01,Debt consolidation,120xx,NY,24.75,0.5,0
10000.0,2017-11-01,Credit card refinancing,130xx,NY,29.59,0.5,0
15000.0,2017-11-01,Debt consolidation,130xx,NY,20.93,0.5,0
1000.0,2017-11-01,Debt consolidation,146xx,NY,4.94,0.5,0
2000.0,2017-11-01,Major purchase,147xx,NY,28.03,0.5,0
5000.0,2017-11-01,Major purchase,441xx,OH,14.26,0.5,0
10000.0,2017-11-01,Other,445xx,OH,12.4,0.5,0
25000.0,2017-11-01,Home improvement,446xx,OH,24.89,0.5,0
16000.0,2017-11-01,Debt consolidation,457xx,OH,29.3,0.5,0
5000.0,2017-11-01,Debt consolidation,731xx,OK,42.12,0.5,0
2000.0,2017-11-01,Medical expenses,731xx,OK,55.64,0.5,0
5000.0,2017-11-01,Credit card refinancing,735xx,OK,6.29,0.5,0
15000.0,2017-11-01,Debt consolidation,735xx,OK,21.51,5.0,0
1500.0,2017-11-01,Debt consolidation,741xx,OK,100.0,0.5,0
10000.0,2017-11-01,Credit card refinancing,744xx,OK,31.9,0.5,0
1000.0,2017-11-01,Home improvement,970xx,OR,24.68,0.5,0
10000.0,2017-11-01,Credit card refinancing,971xx,OR,19.89,0.5,0
2425.0,2017-11-01,Major purchase,972xx,OR,21.55,0.5,0
1000.0,2017-11-01,Other,979xx,OR,11.23,0.5,0
20000.0,2017-11-01,Debt consolidation,150xx,PA,19.76,0.5,0
10000.0,2017-11-01,Debt consolidation,150xx,PA,14.89,0.5,0
15000.0,2017-11-01,Debt consolidation,151xx,PA,100.0,0.5,0
5000.0,2017-11-01,Debt consolidation,152xx,PA,100.0,0.5,0
2000.0,2017-11-01,Debt consolidation,155xx,PA,55.56,0.5,0
40000.0,2017-11-01,Home buying,166xx,PA,20.56,0.5,0
15000.0,2017-11-01,Debt consolidation,176xx,PA,20.16,0.5,0
6000.0,2017-11-01,Debt consolidation,187xx,PA,45.43,0.5,0
5000.0,2017-11-01,Major purchase,190xx,PA,1.71,0.5,0
1000.0,2017-11-01,Moving and relocation,191xx,PA,0.0,0.5,0
30000.0,2017-11-01,Debt consolidation,191xx,PA,23.41,0.5,0
3000.0,2017-11-01,Car financing,193xx,PA,2.22,0.5,0
10000.0,2017-11-01,Medical expenses,028xx,RI,0.76,0.5,0
10000.0,2017-11-01,Home buying,028xx,RI,100.0,0.5,0
15000.0,2017-11-01,Debt consolidation,028xx,RI,94.76,0.5,0
4000.0,2017-11-01,Debt consolidation,290xx,SC,66.47,0.5,0
2500.0,2017-11-01,Debt consolidation,296xx,SC,100.0,0.5,0
2000.0,2017-11-01,Other,298xx,SC,40.4,0.5,0
2000.0,2017-11-01,Home buying,299xx,SC,6.17,0.5,0
2500.0,2017-11-01,Other,571xx,SD,44.34,0.5,0
12550.0,2017-11-01,Car financing,371xx,TN,100.0,0.5,0
17000.0,2017-11-01,Debt consolidation,371xx,TN,89.16,0.5,0
15000.0,2017-11-01,Home improvement,377xx,TN,29.88,0.5,0
5000.0,2017-11-01,Credit card refinancing,379xx,TN,13.76,0.5,0
3000.0,2017-11-01,Home buying,381xx,TN,7.67,0.5,0
9000.0,2017-11-01,Debt consolidation,381xx,TN,148.32,0.5,0
13000.0,2017-11-01,Car financing,750xx,TX,8.05,0.5,0
40000.0,2017-11-01,Debt consolidation,750xx,TX,34.02,0.5,0
1500.0,2017-11-01,Medical expenses,751xx,TX,16.32,0.5,0
2000.0,2017-11-01,Debt consolidation,752xx,TX,24.3,0.5,0
1000.0,2017-11-01,Major purchase,752xx,TX,21.7,0.5,0
5000.0,2017-11-01,Other,758xx,TX,19.93,0.5,0
15000.0,2017-11-01,debt_consolidation,770xx,TX,5.97,0.5,0
5000.0,2017-11-01,Other,773xx,TX,5.0,0.5,0
7350.0,2017-11-01,Debt consolidation,773xx,TX,34.23,0.5,0
2000.0,2017-11-01,Medical expenses,773xx,TX,50.26,0.5,0
20000.0,2017-11-01,Other,774xx,TX,3.05,0.5,0
20000.0,2017-11-01,Debt consolidation,774xx,TX,694.54,0.5,0
1000.0,2017-11-01,debt_consolidation,774xx,TX,33.76,0.5,0
6000.0,2017-11-01,Other,775xx,TX,34.31,0.5,0
30000.0,2017-11-01,Major purchase,775xx,TX,8.8,0.5,0
10000.0,2017-11-01,Debt consolidation,775xx,TX,12.98,0.5,0
4000.0,2017-11-01,Debt consolidation,780xx,TX,26.69,0.5,0
6000.0,2017-11-01,Car financing,781xx,TX,15.51,0.5,0
5000.0,2017-11-01,Debt consolidation,782xx,TX,12.32,0.5,0
8000.0,2017-11-01,Other,782xx,TX,36.75,0.5,0
2500.0,2017-11-01,Home improvement,785xx,TX,100.0,0.5,0
10000.0,2017-11-01,Home buying,785xx,TX,5.83,0.5,0
4000.0,2017-11-01,Debt consolidation,786xx,TX,44.63,0.5,0
10000.0,2017-11-01,Credit card refinancing,787xx,TX,20.14,0.5,0
8000.0,2017-11-01,Other,789xx,TX,15.96,0.5,0
10000.0,2017-11-01,Credit card refinancing,790xx,TX,12.9,0.5,0
10000.0,2017-11-01,Car financing,222xx,VA,18.95,0.5,0
10000.0,2017-11-01,Debt consolidation,231xx,VA,31.41,0.5,0
4900.0,2017-11-01,Other,233xx,VA,3.3,0.5,0
12000.0,2017-11-01,Debt consolidation,234xx,VA,25.5,0.5,0
1500.0,2017-11-01,Car financing,235xx,VA,3.68,0.5,0
2500.0,2017-11-01,Other,236xx,VA,0.0,0.5,0
2000.0,2017-11-01,Debt consolidation,240xx,VA,9.29,0.5,0
18000.0,2017-11-01,Home improvement,982xx,WA,100.0,0.5,0
10000.0,2017-11-01,Credit card refinancing,982xx,WA,27.16,0.5,0
1500.0,2017-11-01,Debt consolidation,984xx,WA,15.7,0.5,0
10000.0,2017-11-01,Credit card refinancing,988xx,WA,2.14,0.5,0
15000.0,2017-11-01,Debt consolidation,993xx,WA,13.48,0.5,0
10000.0,2017-11-01,Debt consolidation,530xx,WI,22.51,0.5,0
35000.0,2017-11-01,Debt consolidation,531xx,WI,74.28,0.5,0
10000.0,2017-11-01,Debt consolidation,826xx,WY,6.04,0.5,0
2500.0,2017-11-02,Medical expenses,352xx,AL,1.59,0.5,0
21925.0,2017-11-02,Car financing,352xx,AL,100.0,0.5,0
1500.0,2017-11-02,Home buying,354xx,AL,25.46,0.5,0
21000.0,2017-11-02,Credit card refinancing,357xx,AL,24.5,0.5,0
5000.0,2017-11-02,debt_consolidation,364xx,AL,4.72,0.5,0
10000.0,2017-11-02,Debt consolidation,721xx,AR,27.16,0.5,0
2000.0,2017-11-02,Other,729xx,AR,13.5,0.5,0
5000.0,2017-11-02,Debt consolidation,850xx,AZ,43.92,0.5,0
2500.0,2017-11-02,Debt consolidation,850xx,AZ,25.22,0.5,0
5000.0,2017-11-02,Credit card refinancing,850xx,AZ,30.48,0.5,0
40000.0,2017-11-02,Other,853xx,AZ,29.52,0.5,0
2500.0,2017-11-02,Other,853xx,AZ,3.24,0.5,0
18000.0,2017-11-02,Debt consolidation,864xx,AZ,39.0,0.5,0
35000.0,2017-11-02,Credit card refinancing,900xx,CA,14.67,0.5,0
50000.0,2017-11-02,Business Loan,902xx,CA,-1.0,0.5,0
10000.0,2017-11-02,Other,902xx,CA,22.46,0.5,0
1000.0,2017-11-02,Debt consolidation,908xx,CA,16.44,0.5,0
6000.0,2017-11-02,Major purchase,908xx,CA,18.45,0.5,0
7000.0,2017-11-02,Other,913xx,CA,9.68,0.5,0
10000.0,2017-11-02,Home improvement,917xx,CA,17.99,0.5,0
40000.0,2017-11-02,Home improvement,917xx,CA,6.3,0.5,0
5000.0,2017-11-02,Medical expenses,920xx,CA,45.17,0.5,0
7000.0,2017-11-02,Debt consolidation,921xx,CA,11.68,0.5,0
7000.0,2017-11-02,Debt consolidation,922xx,CA,14.83,0.5,0
25000.0,2017-11-02,Debt consolidation,925xx,CA,18.82,0.5,0
40000.0,2017-11-02,Debt consolidation,925xx,CA,67.77,0.5,0
5000.0,2017-11-02,Other,925xx,CA,56.02,0.5,0
40000.0,2017-11-02,Business,928xx,CA,11.36,0.5,0
30000.0,2017-11-02,Debt consolidation,928xx,CA,17.08,0.5,0
20000.0,2017-11-02,Debt consolidation,932xx,CA,100.0,0.5,0
5000.0,2017-11-02,Debt consolidation,933xx,CA,53.12,0.5,0
6500.0,2017-11-02,Home improvement,937xx,CA,54.69,0.5,0
30000.0,2017-11-02,Debt consolidation,944xx,CA,3.85,0.5,0
30000.0,2017-11-02,Debt consolidation,949xx,CA,46.33,0.5,0
5000.0,2017-11-02,Credit card refinancing,951xx,CA,54.0,0.5,0
40000.0,2017-11-02,Debt consolidation,956xx,CA,200.34,0.5,0
15000.0,2017-11-02,Debt consolidation,800xx,CO,36.12,0.5,0
25000.0,2017-11-02,Debt consolidation,800xx,CO,31.86,0.5,0
15000.0,2017-11-02,Debt consolidation,060xx,CT,13.11,0.5,0
5000.0,2017-11-02,Debt consolidation,064xx,CT,15.83,0.5,0
23000.0,2017-11-02,Debt consolidation,067xx,CT,22.24,0.5,0
5000.0,2017-11-02,Credit card refinancing,199xx,DE,41.0,0.5,0
30000.0,2017-11-02,Debt consolidation,320xx,FL,100.0,0.5,0
20000.0,2017-11-02,Debt consolidation,322xx,FL,23.49,0.5,0
1000.0,2017-11-02,Debt consolidation,325xx,FL,28.46,0.5,0
20000.0,2017-11-02,Debt consolidation,327xx,FL,35.84,0.5,0
5000.0,2017-11-02,Other,327xx,FL,28.85,4.0,0
5000.0,2017-11-02,Credit card refinancing,328xx,FL,14.46,0.5,0
5000.0,2017-11-02,Car financing,328xx,FL,56.9,0.5,0
25000.0,2017-11-02,Debt consolidation,330xx,FL,10.13,0.5,0
14000.0,2017-11-02,Credit card refinancing,333xx,FL,25.56,0.5,0
100000.0,2017-11-02,Business Loan,334xx,FL,-1.0,0.5,0
1500.0,2017-11-02,Other,334xx,FL,11.72,0.5,0
10000.0,2017-11-02,Debt consolidation,335xx,FL,20.53,0.5,0
3000.0,2017-11-02,Other,337xx,FL,10.74,0.5,0
3000.0,2017-11-02,Debt consolidation,337xx,FL,50.12,0.5,0
15000.0,2017-11-02,Credit card refinancing,341xx,FL,68.06,0.5,0
10000.0,2017-11-02,Debt consolidation,300xx,GA,22.12,0.5,0
29325.0,2017-11-02,Credit card refinancing,300xx,GA,28.43,0.5,0
20000.0,2017-11-02,Debt consolidation,300xx,GA,47.6,0.5,0
2000.0,2017-11-02,debt_consolidation,300xx,GA,11.57,0.5,0
25000.0,2017-11-02,Credit card refinancing,301xx,GA,100.0,0.5,0
10000.0,2017-11-02,Major purchase,301xx,GA,2.96,0.5,0
5000.0,2017-11-02,Debt consolidation,302xx,GA,16.83,0.5,0
1000.0,2017-11-02,Medical expenses,302xx,GA,83.52,0.5,0
3000.0,2017-11-02,Car financing,303xx,GA,18.39,0.5,0
5000.0,2017-11-02,Debt consolidation,303xx,GA,32.67,0.5,0
1000.0,2017-11-02,Medical expenses,308xx,GA,11.53,0.5,0
6500.0,2017-11-02,Debt consolidation,312xx,GA,35.7,0.5,0
5000.0,2017-11-02,Credit card refinancing,314xx,GA,15.35,0.5,0
4000.0,2017-11-02,Debt consolidation,315xx,GA,25.28,0.5,0
3000.0,2017-11-02,Debt consolidation,967xx,HI,32.17,0.5,0
10000.0,2017-11-02,Debt consolidation,601xx,IL,41.32,0.5,0
6000.0,2017-11-02,credit_card,601xx,IL,23.33,0.5,0
12000.0,2017-11-02,Car financing,601xx,IL,6.92,0.5,0
25000.0,2017-11-02,Moving and relocation,606xx,IL,0.0,0.5,0
30000.0,2017-11-02,Business Loan,606xx,IL,-1.0,0.5,0
5000.0,2017-11-02,Debt consolidation,606xx,IL,36.07,0.5,0
2000.0,2017-11-02,Other,606xx,IL,307.91,0.5,0
10000.0,2017-11-02,Credit card refinancing,608xx,IL,9.04,0.5,0
1000.0,2017-11-02,Medical expenses,609xx,IL,1.36,0.5,0
2000.0,2017-11-02,Debt consolidation,618xx,IL,12.72,0.5,0
5475.0,2017-11-02,Other,461xx,IN,19.41,0.5,0
3000.0,2017-11-02,Credit card refinancing,461xx,IN,466.67,0.5,0
5000.0,2017-11-02,Car financing,462xx,IN,26.19,0.5,0
5000.0,2017-11-02,Debt consolidation,469xx,IN,27.4,0.5,0
15000.0,2017-11-02,Other,662xx,KS,7.61,0.5,0
15000.0,2017-11-02,Debt consolidation,401xx,KY,24.22,0.5,0
10500.0,2017-11-02,Other,420xx,KY,10.92,0.5,0
2500.0,2017-11-02,Other,420xx,KY,0.0,0.5,0
5400.0,2017-11-02,Credit card refinancing,710xx,LA,25.7,0.5,0
3000.0,2017-11-02,moving,010xx,MA,2.3,0.5,0
15000.0,2017-11-02,Debt consolidation,021xx,MA,7.93,0.5,0
10000.0,2017-11-02,Credit card refinancing,023xx,MA,16.19,0.5,0
2000.0,2017-11-02,Other,207xx,MD,23.25,0.5,0
20000.0,2017-11-02,Debt consolidation,208xx,MD,15.97,0.5,0
20000.0,2017-11-02,debt_consolidation,208xx,MD,-1.0,0.5,0
2500.0,2017-11-02,Debt consolidation,481xx,MI,21.29,0.5,0
1000.0,2017-11-02,Major purchase,482xx,MI,0.0,0.5,0
3000.0,2017-11-02,Moving and relocation,486xx,MI,211.22,0.5,0
40000.0,2017-11-02,Debt consolidation,491xx,MI,48.28,0.5,0
11750.0,2017-11-02,Car financing,492xx,MI,100.0,0.5,0
14000.0,2017-11-02,Debt consolidation,493xx,MI,25.97,0.5,0
23000.0,2017-11-02,Debt consolidation,495xx,MI,100.0,0.5,0
40000.0,2017-11-02,Other,550xx,MN,22.39,0.5,0
13000.0,2017-11-02,Debt consolidation,554xx,MN,18.29,0.5,0
6000.0,2017-11-02,Debt consolidation,630xx,MO,20.64,0.5,0
10000.0,2017-11-02,Moving and relocation,631xx,MO,0.38,0.5,0
10000.0,2017-11-02,Other,631xx,MO,2.16,0.5,0
12000.0,2017-11-02,Credit card refinancing,652xx,MO,18.21,0.5,0
2000.0,2017-11-02,Other,389xx,MS,0.0,0.5,0
12000.0,2017-11-02,Credit card refinancing,391xx,MS,22.52,0.5,0
20000.0,2017-11-02,Credit card refinancing,270xx,NC,94.04,0.5,0
10000.0,2017-11-02,Debt consolidation,272xx,NC,3.04,0.5,0
23000.0,2017-11-02,Credit card refinancing,273xx,NC,16.6,0.5,0
25000.0,2017-11-02,Other,280xx,NC,13.68,0.5,0
5000.0,2017-11-02,Medical expenses,684xx,NE,100.0,0.5,0
1500.0,2017-11-02,Other,693xx,NE,29.4,0.5,0
10000.0,2017-11-02,Debt consolidation,032xx,NH,28.41,0.5,0
55000.0,2017-11-02,Business Loan,070xx,NJ,-1.0,0.5,0
6000.0,2017-11-02,Debt consolidation,088xx,NJ,14.19,0.5,0
10000.0,2017-11-02,Credit card refinancing,871xx,NM,80.35,0.5,0
3000.0,2017-11-02,Other,891xx,NV,59.6,0.5,0
15000.0,2017-11-02,Debt consolidation,891xx,NV,22.53,1.0,0
30000.0,2017-11-02,Debt consolidation,894xx,NV,24.7,0.5,0
5000.0,2017-11-02,Debt consolidation,895xx,NV,13.34,0.5,0
10000.0,2017-11-02,Car financing,104xx,NY,100.0,0.5,0
17000.0,2017-11-02,Debt consolidation,104xx,NY,13.7,0.5,0
5000.0,2017-11-02,Debt consolidation,104xx,NY,1.47,0.5,0
10000.0,2017-11-02,Debt consolidation,104xx,NY,14.71,0.5,0
6000.0,2017-11-02,Medical expenses,104xx,NY,16.51,0.5,0
13625.0,2017-11-02,Car financing,105xx,NY,100.0,0.5,0
7000.0,2017-11-02,Credit card refinancing,109xx,NY,44.42,0.5,0
25000.0,2017-11-02,Major purchase,109xx,NY,2.03,0.5,0
8000.0,2017-11-02,Debt consolidation,112xx,NY,18.6,0.5,0
20000.0,2017-11-02,Credit card refinancing,112xx,NY,23.01,0.5,0
15000.0,2017-11-02,Debt consolidation,113xx,NY,8.93,10.0,0
10000.0,2017-11-02,Credit card refinancing,117xx,NY,37.08,0.5,0
5000.0,2017-11-02,Other,117xx,NY,21.0,0.5,0
3000.0,2017-11-02,Debt consolidation,117xx,NY,5.54,0.5,0
20000.0,2017-11-02,Other,119xx,NY,41.62,0.5,0
25000.0,2017-11-02,Credit card refinancing,120xx,NY,100.0,0.5,0
10000.0,2017-11-02,Debt consolidation,121xx,NY,24.4,0.5,0
1000.0,2017-11-02,Car financing,135xx,NY,11.54,0.5,0
25000.0,2017-11-02,Debt consolidation,140xx,NY,29.23,0.5,0
5000.0,2017-11-02,Other,142xx,NY,0.0,0.5,0
19825.0,2017-11-02,Car financing,142xx,NY,100.0,0.5,0
2500.0,2017-11-02,Other,144xx,NY,18.87,0.5,0
20000.0,2017-11-02,Debt consolidation,440xx,OH,13.18,0.5,0
2500.0,2017-11-02,Moving and relocation,441xx,OH,73.21,0.5,0
10000.0,2017-11-02,Home buying,443xx,OH,9.71,0.5,0
20000.0,2017-11-02,Debt consolidation,443xx,OH,26.13,0.5,0
20000.0,2017-11-02,Debt consolidation,453xx,OH,9.57,0.5,0
1000.0,2017-11-02,Other,735xx,OK,22.33,0.5,0
1000.0,2017-11-02,Car financing,749xx,OK,0.0,0.5,0
10000.0,2017-11-02,Credit card refinancing,971xx,OR,50.95,0.5,0
10000.0,2017-11-02,Debt consolidation,972xx,OR,27.0,0.5,0
10000.0,2017-11-02,Home improvement,974xx,OR,1.5,0.5,0
5000.0,2017-11-02,Debt consolidation,162xx,PA,24.43,0.5,0
20000.0,2017-11-02,Debt consolidation,190xx,PA,16.84,0.5,0
5000.0,2017-11-02,Other,190xx,PA,22.31,0.5,0
1000.0,2017-11-02,Other,191xx,PA,0.75,0.5,0
5000.0,2017-11-02,Debt consolidation,291xx,SC,46.66,0.5,0
14000.0,2017-11-02,Debt consolidation,293xx,SC,17.65,0.5,0
1500.0,2017-11-02,Debt consolidation,296xx,SC,27.09,0.5,0
25000.0,2017-11-02,Debt consolidation,297xx,SC,67.36,0.5,0
5000.0,2017-11-02,debt_consolidation,298xx,SC,1.15,0.5,0
8000.0,2017-11-02,Debt consolidation,370xx,TN,22.85,0.5,0
1000.0,2017-11-02,Home buying,370xx,TN,5.7,0.5,0
1500.0,2017-11-02,Debt consolidation,373xx,TN,31.46,0.5,0
5000.0,2017-11-02,Other,750xx,TX,31.19,0.5,0
10000.0,2017-11-02,Home buying,750xx,TX,100.0,0.5,0
8950.0,2017-11-02,Car financing,750xx,TX,100.0,0.5,0
35000.0,2017-11-02,Home buying,750xx,TX,100.0,0.5,0
8000.0,2017-11-02,Credit card refinancing,750xx,TX,24.89,0.5,0
1000.0,2017-11-02,Other,751xx,TX,468.91,0.5,0
12000.0,2017-11-02,Credit card refinancing,751xx,TX,40.13,0.5,0
2300.0,2017-11-02,Other,752xx,TX,11.39,0.5,0
30000.0,2017-11-02,Debt consolidation,752xx,TX,32.86,0.5,0
5000.0,2017-11-02,Medical expenses,760xx,TX,3.58,0.5,0
12000.0,2017-11-02,Credit card refinancing,760xx,TX,21.78,0.5,0
25000.0,2017-11-02,Debt consolidation,763xx,TX,49.21,0.5,0
4000.0,2017-11-02,Medical expenses,763xx,TX,0.0,0.5,0
10000.0,2017-11-02,Car financing,770xx,TX,18.0,0.5,0
2000.0,2017-11-02,Debt consolidation,770xx,TX,2.4,0.5,0
5000.0,2017-11-02,Debt consolidation,773xx,TX,28.24,0.5,0
18450.0,2017-11-02,Car financing,773xx,TX,100.0,0.5,0
5000.0,2017-11-02,Other,773xx,TX,1.18,0.5,0
10000.0,2017-11-02,Other,773xx,TX,50.21,0.5,0
40000.0,2017-11-02,Debt consolidation,775xx,TX,43.81,0.5,0
3000.0,2017-11-02,Debt consolidation,775xx,TX,100.0,0.5,0
25000.0,2017-11-02,Debt consolidation,779xx,TX,105.75,0.5,0
15000.0,2017-11-02,Credit card refinancing,783xx,TX,23.71,0.5,0
10000.0,2017-11-02,Debt consolidation,784xx,TX,61.23,0.5,0
4000.0,2017-11-02,Debt consolidation,786xx,TX,48.59,0.5,0
5000.0,2017-11-02,debt_consolidation,787xx,TX,26.29,0.5,0
1000.0,2017-11-02,Credit card refinancing,788xx,TX,2.48,0.5,0
3500.0,2017-11-02,Credit card refinancing,791xx,TX,12.85,0.5,0
40000.0,2017-11-02,Home buying,793xx,TX,11.18,0.5,0
1000.0,2017-11-02,Debt consolidation,794xx,TX,2.83,0.5,0
17000.0,2017-11-02,Debt consolidation,844xx,UT,100.0,0.5,0
7000.0,2017-11-02,Debt consolidation,225xx,VA,24.38,0.5,0
5000.0,2017-11-02,Credit card refinancing,236xx,VA,34.9,0.5,0
2000.0,2017-11-02,Credit card refinancing,245xx,VA,2.1,0.5,0
5000.0,2017-11-02,Debt consolidation,053xx,VT,23.23,0.5,0
25000.0,2017-11-02,Credit card refinancing,054xx,VT,32.88,0.5,0
3000.0,2017-11-02,Other,980xx,WA,13.88,0.5,0
15000.0,2017-11-02,Debt consolidation,980xx,WA,40.33,0.5,0
4850.0,2017-11-02,Debt consolidation,985xx,WA,100.0,0.5,0
5000.0,2017-11-02,Debt consolidation,544xx,WI,21.31,0.5,0
10000.0,2017-11-02,Debt consolidation,546xx,WI,46.84,0.5,0
10000.0,2017-11-02,Home buying,547xx,WI,15.19,0.5,0
